21:14:52.139 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
21:15:19.964 |I| RiderSolutionLoadProgress     | :1                 | Execute task [BeforeKickOff] 'Project Model Ready'
21:15:19.965 |I| RiderSolutionLoadProgress     | :1                 | Execute task [KickOff] 'Kick off'
21:15:19.972 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 206 PSI source file changes
21:15:19.976 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
21:15:19.979 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=3ms
21:15:19.980 |I| RiderSolutionLoadProgress     | :1                 | Execute task [KickOff] 'SharedDocumentsSynchronizer::InitOnProjectModelChange'
21:15:19.980 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'ThirdPartyFilesManager::UpdateFilesAndFolders'
21:15:19.991 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'Loading persistent file indices'
21:15:19.992 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.LoadProjectModel>
21:15:20.026 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.LoadProjectModel> finished
21:15:20.026 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaMasterLocationFormatAttribute::Clear'
21:15:20.042 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaPartialViewLocationFormatAttribute::Clear'
21:15:20.043 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaViewLocationFormatAttribute::Clear'
21:15:20.044 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcMasterLocationFormatAttribute::Clear'
21:15:20.045 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcPartialViewLocationFormatAttribute::Clear'
21:15:20.046 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcViewLocationFormatAttribute::Clear'
21:15:20.047 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'XamlInheritorTypeNames::AllowSync'
21:15:20.047 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'Start loading caches'
21:15:20.053 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'DaemonEnablePolicy'
21:15:20.053 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'WebFormsAvailabilityCache'
21:15:20.056 |V| SettingsLogging               | JetPool(S) #1:12   | SettingsChangeDispatch: now dispatching 104 unique requests.
21:15:20.064 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.RazorImportNamespaceAttribute::Clear'
21:15:20.065 |I| RiderSolutionLoadProgress     | :1                 | Execute task [RefreshBuildSettings] 'Sync project view'
21:15:20.065 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Preparing.Features"  value=1376ms
21:15:20.065 |V| DaemonImpl                    | JetPool(S) #1:12   | Changed settings (12pcs)[SettingsKey(AutoImport2), SettingsKey(CodeInspection), SettingsKey(CodeStyle), SettingsKey(CSharpNaming), SettingsKey(CSharpTypeConversionHintsOptions), SettingsKey(Environment), SettingsKey(ExternalSources), SettingsKey(InlayHints), SettingsKey(NamespaceProvider), SettingsKey(Naming), SettingsKey(PdbNavigation), SettingsKey(PencilsConfiguration)]
21:15:20.065 |V| ProjectModelViewHost          | :1                 | Sync
21:15:20.065 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Fire solution ready'
21:15:20.066 |V| AsyncCommitServiceImpl        | JetPool(S) #1:12   | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.066 |V| AsyncCommitServiceImpl        | JetPool(S) #1:12   | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.066 |V| AsyncCommitServiceImpl        | JetPool(S) #1:12   | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.066 |V| AsyncCommitServiceImpl        | JetPool(S) #1:12   | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.066 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.066 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.066 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.066 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.068 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'init DaemonExcludedFileManager'
21:15:20.069 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Subscribe to SuspendHardOperations'
21:15:20.070 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'PsiModuleAttributeCache::Schedule Updates'
21:15:20.070 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.070 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.070 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.070 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.070 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Ready for caches saving'
21:15:20.073 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Build nuget project<->references caches after project model is loaded'
21:15:20.078 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Initial project processing after solution load'
21:15:20.079 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.079 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.079 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
21:15:20.079 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
21:15:20.079 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Load recent files cache'
21:15:20.087 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'IgnoredElementsSearchProvider'
21:15:20.091 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Enqueue advise bookmarks settings'
21:15:20.092 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Advice for project model task sessions'
21:15:20.093 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Log assemblies performance'
21:15:20.094 |V| AssembliesDiagnosticHost      | :1                 | <Measured> "AllAssembliesCount" Number of assemblies currently loaded in memory value=366ms
21:15:20.096 |V| AssembliesDiagnosticHost      | :1                 | <Measured> "AllMetadataLoadTime" Number of assemblies currently loaded in memory value=0ms
21:15:20.098 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'RegisterAsmDefReferenceChangeListener'
21:15:20.098 |I| RiderSolutionLoadProgress     | :1                 | Execute task [AfterDone] 'Complete solution loading'
21:15:20.099 |I| RiderFlowSolutionManager      | :1                 | Finish solution opening 'Shattered-Kingdom'
21:15:20.103 |V| SuspendHardOperationsManager  | :1                 | Suspend Hard Operations mode request from: [ProjectModelMonitor::SyncProjects]
21:15:20.103 |V| SuspendHardOperationsManager  | :1                 | ENTER SUSPEND HARD OPERATIONS MODE
21:15:20.105 |V| SuspendHardOperationsManager  | :1                 | RELEASE SUSPEND HARD OPERATIONS
21:15:20.105 |V| SuspendHardOperationsManager  | :1                 | Release Hard Operations mode request from: [ProjectModelMonitor::SyncProjects]
21:15:20.105 |V| ProjectModelMonitor           | :1                 | IsProjectModelReady -> True [ProjectModel: True, Operations: ]
21:15:20.105 |V| NuGetOperator                 | :1                 | NuGetOperator.Idle = False
21:15:20.112 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = ProjectItemPropertiesUpdating
21:15:20.112 |V| SuspendHardOperationsManager  | NuGetThread:48     | Suspend Hard Operations mode request from: [NuGetOperator::ProjectItemPropertiesUpdatingInProgress]
21:15:20.112 |V| SuspendHardOperationsManager  | NuGetThread:48     | ENTER SUSPEND HARD OPERATIONS MODE
21:15:20.117 |V| LevelDbMapStats               | NuGetThread:48     | Sid 1413353939: 'NuGetNupkgStorageKnownPaths-v07'
21:15:20.117 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = NuGetModelUpdating
21:15:20.117 |V| SuspendHardOperationsManager  | NuGetThread:48     | RELEASE SUSPEND HARD OPERATIONS
21:15:20.117 |V| SuspendHardOperationsManager  | NuGetThread:48     | Release Hard Operations mode request from: [NuGetOperator::ProjectItemPropertiesUpdatingInProgress]
21:15:20.121 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Assembly-CSharp)
21:15:20.121 |V| LevelDbMapStats               | NuGetThread:48     | Sid 2118751906: 'NuGetNupkgStorage-v07'
21:15:20.122 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : JetBrains.Frontend.2021.2)
21:15:20.122 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Assembly-CSharp-Editor-firstpass)
21:15:20.122 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : JetBrains.Frontend.2019.4)
21:15:20.122 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : JetBrains.Frontend.2020.2)
21:15:20.123 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = FileSystemUpdating
21:15:20.124 |V| NuGetOperator                 | NuGetThread:48     | NuGetOperator.Idle = True
21:15:20.124 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = None
21:15:20.132 |V| DelayedInitializationStrategy | :1                 | Dispatch: queue is empty, not scheduling next execution.
21:15:20.172 |V| PackageManager                | :1                 | <Start> "GetPackages" 
21:15:20.172 |V| PackageManager                | :1                 | Getting packages from packages-lock.json
21:15:20.586 |V| AssembliesDiagnostics         | JetPool(S) #4:15   | <Measured> "Load[JetBrains.Annotations]"  time=503ms
21:15:20.586 |V| AssembliesDiagnostics         | JetPool(S) #1:12   | <Measured> "Load[JetBrains.Annotations]"  time=503ms
21:15:20.589 |V| AssembliesDiagnostics         | JetPool(S) #3:14   | <Measured> "Load[Microsoft.Win32.Primitives]"  time=507ms
21:15:20.589 |V| AssembliesDiagnostics         | JetPool(S) #5:16   | <Measured> "Load[Microsoft.Win32.Primitives]"  time=507ms
21:15:20.589 |V| AssembliesDiagnostics         | JetPool(S) #2:13   | <Measured> "Load[mscorlib]"  time=507ms
21:15:20.589 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[mscorlib]"  time=507ms
21:15:20.645 |V| PackageManager                | :1                 | <Finish> "GetPackages"  report=[50 packages] time=473ms
21:15:20.645 |V| PackageManager                | :1                 | <Start> "UpdatePackages" 
21:15:20.651 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.collab-proxy@1.15.18
21:15:20.661 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.collab-proxy@1.15.18 time=10ms
21:15:20.661 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1010 meta external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 4 asmdef external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.editorcoroutines@1.0.0
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.editorcoroutines@1.0.0 time=0ms
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 10 meta external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1 asmdef external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ext.nunit@2.0.3
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ext.nunit@2.0.3 time=0ms
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 8 meta external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmdef external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.664 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.feature.development@1.0.1
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.feature.development@1.0.1 time=0ms
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 meta external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmdef external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.rider@3.0.14
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.rider@3.0.14 time=0ms
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 49 meta external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1 asmdef external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.665 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.visualstudio@2.0.15
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.visualstudio@2.0.15 time=0ms
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 64 meta external files
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1 asmdef external files
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.666 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.vscode@1.2.5
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ide.vscode@1.2.5 time=0ms
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 16 meta external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1 asmdef external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.nuget.newtonsoft-json@3.0.2
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.nuget.newtonsoft-json@3.0.2 time=0ms
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 12 meta external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmdef external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.performance.profile-analyzer@1.1.1
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.performance.profile-analyzer@1.1.1 time=0ms
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 57 meta external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 asmdef external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.667 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.services.core@1.4.0
21:15:20.672 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.services.core@1.4.0 time=4ms
21:15:20.672 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 331 meta external files
21:15:20.673 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.673 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 14 asmdef external files
21:15:20.673 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.673 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.settings-manager@1.0.3
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.settings-manager@1.0.3 time=0ms
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 26 meta external files
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 asmdef external files
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.674 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.test-framework@1.3.2
21:15:20.678 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.test-framework@1.3.2 time=4ms
21:15:20.678 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 346 meta external files
21:15:20.679 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.679 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 asmdef external files
21:15:20.679 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.679 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.testtools.codecoverage@1.0.1
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.testtools.codecoverage@1.0.1 time=1ms
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 80 meta external files
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 4 asmdef external files
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.680 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.textmeshpro@3.0.6
21:15:20.682 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.textmeshpro@3.0.6 time=1ms
21:15:20.682 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 166 meta external files
21:15:20.700 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.700 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 4 asmdef external files
21:15:20.700 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.700 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.timeline@1.6.4
21:15:20.706 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.timeline@1.6.4 time=5ms
21:15:20.706 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 555 meta external files
21:15:20.707 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1 asset external files
21:15:20.707 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 3 asmdef external files
21:15:20.707 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.707 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ugui@1.0.0
21:15:20.710 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.ugui@1.0.0 time=3ms
21:15:20.711 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 269 meta external files
21:15:20.711 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.711 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 4 asmdef external files
21:15:20.711 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.711 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.visualscripting@1.7.8
21:15:20.729 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.visualscripting@1.7.8 time=18ms
21:15:20.729 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1824 meta external files
21:15:20.738 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.738 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 8 asmdef external files
21:15:20.738 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.738 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.modules.ai@1.0.0
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.modules.ai@1.0.0 time=0ms
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 3 meta external files
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmdef external files
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.modules.androidjni@1.0.0
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" E:\Shattered-kingdom\Shattered-Kingdom\Library\PackageCache\com.unity.modules.androidjni@1.0.0 time=0ms
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 meta external files
21:15:20.739 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asset external files
