23:35:04.189 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetHierarchy.Elements.PrefabModification, -1438556656)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimatorUsages.AnimatorUsagesDataElement, -1562130222)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimationEventsUsages.AnimationUsagesDataElement, -2138031391)
  (JetBrains.ReSharper.Plugins.Unity.RiderFlow.Features.FindUsages.AssetUsages.AssetUsagesDataElement, 1744182256)
]
23:35:08.344 |V| SettingsLogging               | :14                | On the first call to Default Settings, enumerating the default settings providers and organizing them in groupd for delayed execution.
23:35:08.351 |V| SettingsLogging               | :14                | Done processing the list of providers on the first call to Default Settings.
23:35:08.353 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultLiveTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.375 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.413 |V| LevelDbAutocommitTransaction  | :1                 | STV.Started `LevelDbAutocommitTransaction` in separate thread
23:35:08.415 |V| LevelDbDriver                 | :1                 | Already cleared: True, oldVersion: , newVersion: 2022.1 EAP 8 D:155:net221-dotPeek
23:35:08.421 |V| LevelDbDriver                 | :1                 | Polymorphic type count mismatch (expected: 18, current: 0
23:35:08.421 |V| LevelDbDriver                 | :1                 | Writing new db version: 2022.1 EAP 8 D:155:net221-dotPeek
23:35:08.431 |V| LevelDbDriver                 | :1                 | Writing new polymorphicTypes: <len=18>
  [JetBrains.ReSharper.Psi.CSharp.Impl.Dependencies.CSharpUsingsInfo, 1279751249]
  [JetBrains.ReSharper.Psi.VB.Impl.VBUsingsInfo, 202107484]
  [JetBrains.ReSharper.Feature.Services.Resx.i18n.ResxResourceItem, -1941261798]
  [JetBrains.ReSharper.Daemon.CallGraph.CallGraphDataElement, 1837076280]
  [JetBrains.ReSharper.Psi.Asp.Impl.AspUsingsInfo, 1399797158]
  [JetBrains.ReSharper.Plugins.Unity.CacheVersion, 1038214992]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.UnityEvents.UnityEventsDataElement, -1154157181]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetScriptUsages.AssetScriptUsagesDataElement, 1890337727]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.AssetInspectorValuesDataElement, -1928911440]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.InspectorVariableUsage, 341834283]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.AssetReferenceValue, 85143989]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.AssetSimpleValue, -817634308]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.Int2Value, -1085131750]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetHierarchy.AssetDocumentHierarchyElement, -2115648290]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetHierarchy.Elements.PrefabModification, -1438556656]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimatorUsages.AnimatorUsagesDataElement, -1562130222]
  [JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimationEventsUsages.AnimationUsagesDataElement, -2138031391]
  [JetBrains.ReSharper.Plugins.Unity.RiderFlow.Features.FindUsages.AssetUsages.AssetUsagesDataElement, 1744182256]

23:35:08.433 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Live Templates”)/Core] Load completed, no changes applied.
23:35:08.440 |V| ShellCaches                   | :1                 | Shell database opened in 'C:\Users\roman\AppData\Local\JetBrains\Transient\RiderFlow\v221\ShellCaches\Shell.00'. Cleared: 'True'. Persist: 'True'
23:35:08.445 |V| LevelDbMapStats               | :1                 | Sid 2055177608: 'BuildToolsWellKnownProperties'
23:35:08.459 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultSurroundTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.460 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Surround Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.460 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Surround Templates”)/Core] Load completed, no changes applied.
23:35:08.461 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultFileTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.461 |V| SettingsLogging               | :14                | [SettingsStorage(“Default File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.462 |V| ComponentStorage              | :1                 | ProjectModelExtensionsContainer created
23:35:08.462 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ProjectModelExtensionsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
23:35:08.463 |V| SettingsLogging               | :14                | [SettingsStorage(“Default File Templates”)/Core] Load completed, no changes applied.
23:35:08.465 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.465 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.466 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML Live Templates”)/Core] Load completed, no changes applied.
23:35:08.466 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.467 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML Surround Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.467 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML Surround Templates”)/Core] Load completed, no changes applied.
23:35:08.467 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.468 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.468 |V| SettingsLogging               | :14                | [SettingsStorage(“Default XML File Templates”)/Core] Load completed, no changes applied.
23:35:08.468 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Resx.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.469 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Resx Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.469 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Resx Live Templates”)/Core] Load completed, no changes applied.
23:35:08.469 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Resx.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.470 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Resx File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.470 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Resx File Templates”)/Core] Load completed, no changes applied.
23:35:08.470 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.471 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.475 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# Live Templates”)/Core] Load completed, no changes applied.
23:35:08.478 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.479 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# Surround Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.479 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# Surround Templates”)/Core] Load completed, no changes applied.
23:35:08.480 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.480 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.481 |V| SettingsLogging               | :14                | [SettingsStorage(“Default C# File Templates”)/Core] Load completed, no changes applied.
23:35:08.482 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.483 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.503 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB Live Templates”)/Core] Load completed, no changes applied.
23:35:08.505 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.506 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB Surround Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.506 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.ProjectModelExtensionsContainer" time=43ms
23:35:08.506 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[ProjectModelExtensionsContainer]"  value=43ms
23:35:08.506 |V| ComponentStorage              | :1                 | <Measured> "Compose: ProjectModelExtensionsContainer"  time=43ms
23:35:08.506 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB Surround Templates”)/Core] Load completed, no changes applied.
23:35:08.507 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.507 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.508 |V| SettingsLogging               | :14                | [SettingsStorage(“Default VB File Templates”)/Core] Load completed, no changes applied.
23:35:08.509 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.509 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.510 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML Live Templates”)/Core] Load completed, no changes applied.
23:35:08.511 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.511 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML Surround Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.511 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML Surround Templates”)/Core] Load completed, no changes applied.
23:35:08.512 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultFileTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.513 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML File Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.515 |V| SettingsLogging               | :14                | [SettingsStorage(“Default HTML File Templates”)/Core] Load completed, no changes applied.
23:35:08.518 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Web.Angular2Html.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.518 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Angular 2 HTML Live Templates”)/Core] Loading storage entries for FirstTime.
23:35:08.519 |V| SettingsLogging               | :14                | [SettingsStorage(“Default Angular 2 HTML Live Templates”)/Core] Load completed, no changes applied.
23:35:08.520 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Plugins.Unity.CSharp.Feature.Services.LiveTemplates.UnityTemplatesDefaultSettings, JetBrains.ReSharper.Plugins.Unity, Version=2022.1.5.248, Culture=neutral, PublicKeyToken=0f46ab053645825e” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.520 |V| SettingsLogging               | :14                | [SettingsStorage(“Unity default LiveTemplates”)/Core] Loading storage entries for FirstTime.
23:35:08.522 |V| SettingsLogging               | :14                | [SettingsStorage(“Unity default LiveTemplates”)/Core] Load completed, no changes applied.
23:35:08.528 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.PerformanceThreshold.Settings.DefaultPerformanceThresholdSettingsProvider, JetBrains.ReSharper.Psi, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.557 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.GeneratedCode.Settings.PredefinedExcludedFilesSettings, JetBrains.ReSharper.Psi, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.559 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.GeneratedCode.Settings.PredefinedGeneratedCodeSettings, JetBrains.ReSharper.Psi, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.561 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Resx.CodeStyle.ResxFormatterPredefinedSettings, JetBrains.ReSharper.Psi.Resx, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.578 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Xml.CodeStyle.XmlDocFormatterPredefinedSettings, JetBrains.ReSharper.Psi.Xml, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.579 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.TodoItems.TodoPatternStorageDefault, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.622 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.ExcludedFiles.ExcludedFilesDefaultSettings, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.623 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.CSharp.ParameterNameHints.CSharpParameterNameHintsExclusionListPredefinedValues, JetBrains.ReSharper.Feature.Services.CSharp, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.628 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.CSharp.Naming.CSharpPredefinedNamingPolicySettings, JetBrains.ReSharper.Feature.Services.CSharp, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.628 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.VB.Naming.VBPredefinedNamingPolicySettings, JetBrains.ReSharper.Feature.Services.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.628 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.VB.ParameterNameHints.CSharpParameterNameHintsExclusionListPredefinedValues, JetBrains.ReSharper.Feature.Services.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.629 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Daemon.DefaultNamespaceFolderProvider, JetBrains.ReSharper.Daemon, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.630 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Web.Settings.DefaultReferencedMvcAssembliesSettings, JetBrains.ReSharper.Psi.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.633 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Razor.Settings.DefaultRazorBaseTypesSettings, JetBrains.ReSharper.Psi.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.638 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Razor.Settings.DefaultReferencedRazorAssembliesSettings, JetBrains.ReSharper.Psi.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.639 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Psi.Html.Settings.PredefinedWebSettings, JetBrains.ReSharper.Psi.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.640 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.Razor.Options.PredefinedRazorTypingAssistSettings, JetBrains.ReSharper.Feature.Services.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.640 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.Html.Options.PredefinedHtmlTypingAssistSettings, JetBrains.ReSharper.Feature.Services.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.640 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.Asp.Options.PredefinedAspTypingAssistSettings, JetBrains.ReSharper.Feature.Services.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.641 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Plugins.Unity.CSharp.Psi.Naming.Elements.UnityNamingRuleDefaultSettings, JetBrains.ReSharper.Plugins.Unity, Version=2022.1.5.248, Culture=neutral, PublicKeyToken=0f46ab053645825e” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.647 |V| SettingsLogging               | :14                | Delay-executing default settings provider “JetBrains.ReSharper.Plugins.Unity.CSharp.Feature.Services.LiveTemplates.UnityQuickListDefaultSettings, JetBrains.ReSharper.Plugins.Unity, Version=2022.1.5.248, Culture=neutral, PublicKeyToken=0f46ab053645825e” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
23:35:08.650 |V| BuildToolUtils                | :14                | Mono path in settings not found try to fallback to first detected Mono runtime
23:35:08.659 |V| EnvMonoPathProvider           | :14                | Mono in path not found
23:35:08.660 |V| BuildToolUtils                | :14                | Load Mono runtime:  from settings
23:35:08.661 |V| BuildToolUtils                | :14                | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
23:35:08.665 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:AppxManifest created
23:35:08.672 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:AppxManifest" time=0ms
23:35:08.672 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:AppxManifest"  time=0ms
23:35:08.672 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:ASP created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:ASP" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:ASP"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:Asxx created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:Asxx" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:Asxx"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:BuildScript created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:BuildScript" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:BuildScript"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:CPP created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:CPP" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:CPP"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:CSHARP created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:CSHARP" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:CSHARP"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:CSS created
23:35:08.673 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:CSS" time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:CSS"  time=0ms
23:35:08.673 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:DTD created
23:35:08.674 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:DTD" time=0ms
23:35:08.674 |V| ComponentStorage              | JetPool(S) Temp#6:25 | <Measured> "Compose: ProjectFileType:DTD"  time=0ms
23:35:08.674 |V| ComponentStorage              | JetPool(S) Temp#6:25 | ProjectFileType:HTML created
23:35:08.674 |V| ComponentContainersStatistics | JetPool(S) Temp#6:25 | <Finish> "ComponentContainer.ProjectFileType:HTML" time=0ms
